datetime,Price
2015-03-09,16.5
2015-03-10,16.41
2015-03-11,16.58
2015-03-12,16.6
2015-03-13,16.04
2015-03-16,16.07
2015-03-17,15.76
2015-03-18,15.86
2015-03-19,15.84
2015-03-20,16.0
2015-03-23,16.29
2015-03-24,16.48
2015-03-25,16.44
2015-03-26,16.19
2015-03-27,16.1
2015-03-30,15.93
2015-03-31,16.19
2015-04-01,16.57
2015-04-02,16.66
2015-04-06,17.11
2015-04-07,17.03
2015-04-08,17.11
2015-04-09,17.39
2015-04-10,17.21
2015-04-13,17.03
2015-04-14,17.1
2015-04-15,17.28
2015-04-16,17.47
2015-04-17,17.27
2015-04-20,17.4
2015-04-22,17.53
2015-04-23,17.64
2015-04-24,17.89
2015-04-27,18.09
2015-04-28,18.16
2015-04-29,17.82
2015-04-30,17.4
2015-05-04,17.0
2015-05-05,17.06
2015-05-06,17.21
2015-05-07,17.15
2015-05-08,17.33
2015-05-11,17.21
2015-05-12,17.15
2015-05-13,17.32
2015-05-14,17.38
2015-05-15,17.5
2015-05-18,17.29
2015-05-19,17.31
2015-05-20,17.23
2015-05-21,17.17
2015-05-22,16.91
2015-05-25,16.61
2015-05-26,16.4
2015-05-27,16.17
2015-05-28,16.13
2015-05-29,16.06
2015-06-01,16.07
2015-06-02,16.26
2015-06-03,16.46
2015-06-05,16.22
2015-06-08,16.51
2015-06-09,16.7
2015-06-10,16.72
2015-06-11,16.25
2015-06-12,16.34
2015-06-15,16.3
2015-06-16,16.11
2015-06-17,16.02
2015-06-18,16.07
2015-06-19,15.83
2015-06-22,15.82
2015-06-23,15.65
2015-06-24,15.74
2015-06-25,15.66
2015-06-26,15.59
2015-06-29,15.54
2015-06-30,15.69
2015-07-01,15.54
2015-07-02,15.61
2015-07-03,15.64
2015-07-06,15.59
2015-07-07,15.46
2015-07-08,15.22
2015-07-10,15.48
2015-07-13,15.72
2015-07-14,15.93
2015-07-15,15.75
2015-07-16,15.8
2015-07-17,15.59
2015-07-20,15.46
2015-07-21,15.58
2015-07-22,15.39
2015-07-23,14.98
2015-07-24,14.76
2015-07-27,14.6
2015-07-28,14.49
2015-07-29,14.65
2015-07-30,14.6
2015-07-31,14.42
2015-08-03,14.17
2015-08-04,13.98
2015-08-05,13.92
2015-08-06,13.67
2015-08-07,13.72
2015-08-10,13.81
2015-08-11,13.69
2015-08-12,13.78
2015-08-13,13.78
2015-08-14,13.92
2015-08-17,13.92
2015-08-18,13.89
2015-08-19,13.88
2015-08-20,14.03
2015-08-21,13.95
2015-08-24,13.74
2015-08-25,13.77
2015-08-26,13.45
2015-08-27,13.81
2015-08-28,13.77
2015-08-31,13.46
2015-09-01,13.4
2015-09-02,13.25
2015-09-03,13.22
2015-09-04,13.24
2015-09-08,13.29
2015-09-09,13.54
2015-09-10,13.46
2015-09-11,13.56
2015-09-14,13.69
2015-09-15,13.82
2015-09-16,14.02
2015-09-17,13.93
2015-09-18,13.87
2015-09-21,13.69
2015-09-22,13.56
2015-09-23,13.38
2015-09-24,13.15
2015-09-25,14.1
2015-09-28,13.99
2015-09-29,13.76
2015-09-30,14.3
2015-10-01,14.64
2015-10-02,14.66
2015-10-05,15.19
2015-10-06,15.85
2015-10-07,16.49
2015-10-08,16.44
2015-10-09,17.01
2015-10-13,16.93
2015-10-14,17.1
2015-10-15,17.31
2015-10-16,17.36
2015-10-19,17.11
2015-10-20,17.69
2015-10-21,17.48
2015-10-22,17.57
2015-10-23,18.0
2015-10-26,18.47
2015-10-27,18.34
2015-10-28,18.7
